REF_CAT_ID;REF_CAT_LABEL;REF_CAT_DESC;TRA_CREATED;TRA_UPDATED
CAT4585;LABEL FOR CATEGORY 4585;DESCRIPTION FOR CATEGORY 4585;2012-05-07 13:13:26;2011-08-04 22:22:37
CAT4586;LABEL FOR CATEGORY 4586;DESCRIPTION FOR CATEGORY 4586;2011-08-09 11:55:46;2011-04-08 13:11:26
CAT4587;LABEL FOR CATEGORY 4587;DESCRIPTION FOR CATEGORY 4587;2011-03-09 12:18:37;2013-04-01 22:55:35
CAT4588;LABEL FOR CATEGORY 4588;DESCRIPTION FOR CATEGORY 4588;2012-01-03 21:36:25;2012-06-01 22:58:55
CAT4589;LABEL FOR CATEGORY 4589;DESCRIPTION FOR CATEGORY 4589;2013-04-07 11:55:24;2011-03-09 22:56:41
CAT4590;LABEL FOR CATEGORY 4590;DESCRIPTION FOR CATEGORY 4590;2011-08-08 22:36:32;2011-03-06 12:52:43
CAT4591;LABEL FOR CATEGORY 4591;DESCRIPTION FOR CATEGORY 4591;2011-01-04 11:46:42;2011-06-02 22:42:55
CAT4592;LABEL FOR CATEGORY 4592;DESCRIPTION FOR CATEGORY 4592;2011-03-08 21:36:37;2014-09-09 12:34:23
CAT4593;LABEL FOR CATEGORY 4593;DESCRIPTION FOR CATEGORY 4593;2011-04-07 13:27:29;2011-05-07 21:41:22
CAT4594;LABEL FOR CATEGORY 4594;DESCRIPTION FOR CATEGORY 4594;2011-09-04 21:28:48;2013-04-09 23:26:38
CAT4595;LABEL FOR CATEGORY 4595;DESCRIPTION FOR CATEGORY 4595;2012-08-04 13:56:33;2011-05-03 22:45:17
CAT4596;LABEL FOR CATEGORY 4596;DESCRIPTION FOR CATEGORY 4596;2014-09-08 21:23:14;2012-05-08 21:29:32
CAT4597;LABEL FOR CATEGORY 4597;DESCRIPTION FOR CATEGORY 4597;2013-08-01 23:31:55;2012-04-07 22:26:53
CAT4598;LABEL FOR CATEGORY 4598;DESCRIPTION FOR CATEGORY 4598;2011-05-09 21:53:49;2012-04-03 12:27:58
CAT4599;LABEL FOR CATEGORY 4599;DESCRIPTION FOR CATEGORY 4599;2013-01-04 12:19:33;2014-03-08 21:18:44
CAT4600;LABEL FOR CATEGORY 4600;DESCRIPTION FOR CATEGORY 4600;2013-06-09 11:31:54;2014-09-07 13:21:11
CAT4601;LABEL FOR CATEGORY 4601;DESCRIPTION FOR CATEGORY 4601;2014-03-03 21:13:21;2012-08-03 12:54:34
CAT4602;LABEL FOR CATEGORY 4602;DESCRIPTION FOR CATEGORY 4602;2014-05-01 22:17:15;2013-01-07 21:26:45
CAT4603;LABEL FOR CATEGORY 4603;DESCRIPTION FOR CATEGORY 4603;2012-06-05 23:37:16;2014-06-01 22:52:29
CAT4604;LABEL FOR CATEGORY 4604;DESCRIPTION FOR CATEGORY 4604;2014-09-01 11:59:36;2011-03-02 13:24:43
CAT4605;LABEL FOR CATEGORY 4605;DESCRIPTION FOR CATEGORY 4605;2013-07-09 12:54:53;2012-01-09 13:43:38
CAT4606;LABEL FOR CATEGORY 4606;DESCRIPTION FOR CATEGORY 4606;2011-01-09 21:19:38;2013-08-08 12:32:11
CAT4607;LABEL FOR CATEGORY 4607;DESCRIPTION FOR CATEGORY 4607;2013-01-04 11:21:35;2013-06-03 21:45:27
CAT4608;LABEL FOR CATEGORY 4608;DESCRIPTION FOR CATEGORY 4608;2012-05-07 13:36:48;2014-02-04 13:12:59
CAT4609;LABEL FOR CATEGORY 4609;DESCRIPTION FOR CATEGORY 4609;2014-06-07 13:52:39;2011-03-09 22:44:15
CAT4610;LABEL FOR CATEGORY 4610;DESCRIPTION FOR CATEGORY 4610;2013-07-03 11:25:37;2014-03-08 13:12:32
CAT4611;LABEL FOR CATEGORY 4611;DESCRIPTION FOR CATEGORY 4611;2011-03-05 11:16:45;2012-09-07 23:38:39
CAT4612;LABEL FOR CATEGORY 4612;DESCRIPTION FOR CATEGORY 4612;2011-05-08 13:49:35;2013-06-07 11:57:35
CAT4613;LABEL FOR CATEGORY 4613;DESCRIPTION FOR CATEGORY 4613;2014-01-08 22:47:27;2013-07-02 13:37:46
CAT4614;LABEL FOR CATEGORY 4614;DESCRIPTION FOR CATEGORY 4614;2014-03-01 13:45:16;2011-02-07 23:35:15
CAT4615;LABEL FOR CATEGORY 4615;DESCRIPTION FOR CATEGORY 4615;2012-03-09 12:38:14;2013-04-03 12:51:57
CAT4616;LABEL FOR CATEGORY 4616;DESCRIPTION FOR CATEGORY 4616;2013-08-05 21:35:26;2012-08-08 23:24:43
CAT4617;LABEL FOR CATEGORY 4617;DESCRIPTION FOR CATEGORY 4617;2014-02-07 21:42:35;2012-08-05 11:47:11
CAT4618;LABEL FOR CATEGORY 4618;DESCRIPTION FOR CATEGORY 4618;2011-09-09 23:32:33;2012-04-02 21:44:54
CAT4619;LABEL FOR CATEGORY 4619;DESCRIPTION FOR CATEGORY 4619;2012-08-06 21:59:28;2014-08-01 12:33:13
CAT4620;LABEL FOR CATEGORY 4620;DESCRIPTION FOR CATEGORY 4620;2014-02-02 23:54:41;2014-02-09 11:32:56
CAT4621;LABEL FOR CATEGORY 4621;DESCRIPTION FOR CATEGORY 4621;2011-09-08 22:57:31;2012-06-08 22:51:19
CAT4622;LABEL FOR CATEGORY 4622;DESCRIPTION FOR CATEGORY 4622;2013-04-06 12:19:43;2011-06-02 21:13:37
CAT4623;LABEL FOR CATEGORY 4623;DESCRIPTION FOR CATEGORY 4623;2013-09-08 23:43:59;2012-01-03 13:45:47
CAT4624;LABEL FOR CATEGORY 4624;DESCRIPTION FOR CATEGORY 4624;2012-09-07 23:13:43;2013-01-02 22:43:22
CAT4625;LABEL FOR CATEGORY 4625;DESCRIPTION FOR CATEGORY 4625;2014-05-03 21:45:41;2011-04-07 11:16:26
CAT4626;LABEL FOR CATEGORY 4626;DESCRIPTION FOR CATEGORY 4626;2012-05-03 23:23:52;2011-08-02 22:15:58
CAT4627;LABEL FOR CATEGORY 4627;DESCRIPTION FOR CATEGORY 4627;2011-07-04 13:43:45;2013-06-04 12:22:22
CAT4628;LABEL FOR CATEGORY 4628;DESCRIPTION FOR CATEGORY 4628;2014-01-04 22:37:32;2013-03-07 21:43:49
CAT4629;LABEL FOR CATEGORY 4629;DESCRIPTION FOR CATEGORY 4629;2013-07-06 12:54:27;2013-01-02 12:46:42
CAT4630;LABEL FOR CATEGORY 4630;DESCRIPTION FOR CATEGORY 4630;2011-07-06 12:21:21;2011-05-04 22:16:16
CAT4631;LABEL FOR CATEGORY 4631;DESCRIPTION FOR CATEGORY 4631;2013-07-04 21:33:14;2011-08-02 23:31:53
CAT4632;LABEL FOR CATEGORY 4632;DESCRIPTION FOR CATEGORY 4632;2011-03-07 21:21:53;2013-02-04 23:13:52
CAT4633;LABEL FOR CATEGORY 4633;DESCRIPTION FOR CATEGORY 4633;2011-05-02 22:48:21;2012-01-08 23:55:57
CAT4634;LABEL FOR CATEGORY 4634;DESCRIPTION FOR CATEGORY 4634;2013-04-06 11:19:57;2014-08-01 22:49:11
CAT4635;LABEL FOR CATEGORY 4635;DESCRIPTION FOR CATEGORY 4635;2013-07-05 23:22:51;2011-02-09 21:24:56
CAT4636;LABEL FOR CATEGORY 4636;DESCRIPTION FOR CATEGORY 4636;2011-09-03 23:55:36;2012-01-05 11:37:13
CAT4637;LABEL FOR CATEGORY 4637;DESCRIPTION FOR CATEGORY 4637;2011-01-05 12:32:45;2012-03-07 12:25:35
CAT4638;LABEL FOR CATEGORY 4638;DESCRIPTION FOR CATEGORY 4638;2013-05-05 23:37:22;2012-02-09 12:27:12
CAT4639;LABEL FOR CATEGORY 4639;DESCRIPTION FOR CATEGORY 4639;2011-09-08 12:17:15;2014-09-07 11:39:57
CAT4640;LABEL FOR CATEGORY 4640;DESCRIPTION FOR CATEGORY 4640;2013-01-08 22:51:21;2012-05-06 23:36:45
CAT4641;LABEL FOR CATEGORY 4641;DESCRIPTION FOR CATEGORY 4641;2013-08-05 11:43:19;2011-04-05 21:49:25
CAT4642;LABEL FOR CATEGORY 4642;DESCRIPTION FOR CATEGORY 4642;2014-03-03 11:47:46;2011-02-05 13:43:55
CAT4643;LABEL FOR CATEGORY 4643;DESCRIPTION FOR CATEGORY 4643;2013-08-01 12:47:42;2013-08-09 12:19:47
CAT4644;LABEL FOR CATEGORY 4644;DESCRIPTION FOR CATEGORY 4644;2014-07-06 21:49:41;2013-02-09 13:23:45
CAT4645;LABEL FOR CATEGORY 4645;DESCRIPTION FOR CATEGORY 4645;2014-09-06 22:39:52;2012-04-09 21:49:36
CAT4646;LABEL FOR CATEGORY 4646;DESCRIPTION FOR CATEGORY 4646;2014-08-05 12:13:22;2014-05-03 22:14:16
CAT4647;LABEL FOR CATEGORY 4647;DESCRIPTION FOR CATEGORY 4647;2011-04-06 21:54:59;2013-06-03 22:31:27
CAT4648;LABEL FOR CATEGORY 4648;DESCRIPTION FOR CATEGORY 4648;2011-05-02 11:41:51;2014-09-06 12:36:43
CAT4649;LABEL FOR CATEGORY 4649;DESCRIPTION FOR CATEGORY 4649;2014-06-06 23:42:31;2012-05-02 23:15:53
CAT4650;LABEL FOR CATEGORY 4650;DESCRIPTION FOR CATEGORY 4650;2013-09-08 22:11:13;2012-03-03 13:17:41
CAT4651;LABEL FOR CATEGORY 4651;DESCRIPTION FOR CATEGORY 4651;2012-05-03 13:29:25;2011-04-03 13:29:17
CAT4652;LABEL FOR CATEGORY 4652;DESCRIPTION FOR CATEGORY 4652;2011-05-03 23:16:38;2014-08-01 12:45:34
CAT4653;LABEL FOR CATEGORY 4653;DESCRIPTION FOR CATEGORY 4653;2013-08-08 13:24:37;2011-04-02 22:21:41
CAT4654;LABEL FOR CATEGORY 4654;DESCRIPTION FOR CATEGORY 4654;2011-06-07 11:25:27;2013-06-04 22:43:11
CAT4655;LABEL FOR CATEGORY 4655;DESCRIPTION FOR CATEGORY 4655;2014-01-07 12:37:14;2012-09-05 22:25:17
CAT4656;LABEL FOR CATEGORY 4656;DESCRIPTION FOR CATEGORY 4656;2012-07-09 12:57:39;2011-04-07 13:45:16
CAT4657;LABEL FOR CATEGORY 4657;DESCRIPTION FOR CATEGORY 4657;2013-09-02 13:15:37;2014-09-08 13:46:24
CAT4658;LABEL FOR CATEGORY 4658;DESCRIPTION FOR CATEGORY 4658;2013-04-01 23:58:57;2011-05-03 13:19:42
CAT4659;LABEL FOR CATEGORY 4659;DESCRIPTION FOR CATEGORY 4659;2013-07-05 12:21:17;2013-02-05 22:53:23
CAT4660;LABEL FOR CATEGORY 4660;DESCRIPTION FOR CATEGORY 4660;2013-09-05 11:45:55;2013-08-03 23:49:43
CAT4661;LABEL FOR CATEGORY 4661;DESCRIPTION FOR CATEGORY 4661;2012-04-02 21:15:48;2012-08-09 23:34:57
CAT4662;LABEL FOR CATEGORY 4662;DESCRIPTION FOR CATEGORY 4662;2011-03-07 23:38:21;2013-06-09 21:32:11
CAT4663;LABEL FOR CATEGORY 4663;DESCRIPTION FOR CATEGORY 4663;2011-02-08 12:43:37;2011-06-08 23:51:42
CAT4664;LABEL FOR CATEGORY 4664;DESCRIPTION FOR CATEGORY 4664;2013-09-05 13:24:24;2011-03-06 12:27:51
CAT4665;LABEL FOR CATEGORY 4665;DESCRIPTION FOR CATEGORY 4665;2011-08-05 13:17:37;2011-05-01 13:31:39
CAT4666;LABEL FOR CATEGORY 4666;DESCRIPTION FOR CATEGORY 4666;2011-03-01 21:56:39;2014-03-08 11:18:24
CAT4667;LABEL FOR CATEGORY 4667;DESCRIPTION FOR CATEGORY 4667;2013-02-04 13:46:33;2011-02-02 23:29:47
CAT4668;LABEL FOR CATEGORY 4668;DESCRIPTION FOR CATEGORY 4668;2012-08-02 12:26:26;2012-01-04 23:56:22
CAT4669;LABEL FOR CATEGORY 4669;DESCRIPTION FOR CATEGORY 4669;2012-09-03 23:44:35;2011-07-05 23:57:16
CAT4670;LABEL FOR CATEGORY 4670;DESCRIPTION FOR CATEGORY 4670;2014-07-07 11:54:42;2014-01-05 13:11:34
CAT4671;LABEL FOR CATEGORY 4671;DESCRIPTION FOR CATEGORY 4671;2011-02-02 21:48:44;2014-05-08 12:52:53
CAT4672;LABEL FOR CATEGORY 4672;DESCRIPTION FOR CATEGORY 4672;2012-02-08 11:33:46;2014-03-05 22:29:45
CAT4673;LABEL FOR CATEGORY 4673;DESCRIPTION FOR CATEGORY 4673;2014-07-04 23:36:23;2014-07-02 21:23:29
CAT4674;LABEL FOR CATEGORY 4674;DESCRIPTION FOR CATEGORY 4674;2013-08-01 21:29:51;2014-07-03 11:17:43
CAT4675;LABEL FOR CATEGORY 4675;DESCRIPTION FOR CATEGORY 4675;2011-02-01 23:44:45;2013-03-05 23:54:25
CAT4676;LABEL FOR CATEGORY 4676;DESCRIPTION FOR CATEGORY 4676;2013-08-09 21:24:24;2013-06-09 22:26:22
CAT4677;LABEL FOR CATEGORY 4677;DESCRIPTION FOR CATEGORY 4677;2013-04-06 22:25:53;2011-06-03 13:23:35
CAT4678;LABEL FOR CATEGORY 4678;DESCRIPTION FOR CATEGORY 4678;2013-05-07 11:19:47;2011-08-03 22:57:32
CAT4679;LABEL FOR CATEGORY 4679;DESCRIPTION FOR CATEGORY 4679;2013-03-06 12:15:58;2013-09-02 21:44:51
CAT4680;LABEL FOR CATEGORY 4680;DESCRIPTION FOR CATEGORY 4680;2013-04-07 11:29:43;2012-04-02 13:46:55
CAT4681;LABEL FOR CATEGORY 4681;DESCRIPTION FOR CATEGORY 4681;2014-04-06 11:31:31;2014-04-09 11:17:53
CAT4682;LABEL FOR CATEGORY 4682;DESCRIPTION FOR CATEGORY 4682;2011-07-05 13:57:29;2012-07-06 22:18:33
CAT4683;LABEL FOR CATEGORY 4683;DESCRIPTION FOR CATEGORY 4683;2011-06-07 23:23:11;2011-05-04 23:14:17
CAT4684;LABEL FOR CATEGORY 4684;DESCRIPTION FOR CATEGORY 4684;2011-02-03 23:47:51;2013-04-02 22:35:14
CAT4685;LABEL FOR CATEGORY 4685;DESCRIPTION FOR CATEGORY 4685;2013-06-06 21:56:51;2014-02-05 22:46:46
CAT4686;LABEL FOR CATEGORY 4686;DESCRIPTION FOR CATEGORY 4686;2011-03-02 23:28:25;2014-02-09 22:33:53
CAT4687;LABEL FOR CATEGORY 4687;DESCRIPTION FOR CATEGORY 4687;2014-05-03 21:59:51;2012-09-01 22:34:39
CAT4688;LABEL FOR CATEGORY 4688;DESCRIPTION FOR CATEGORY 4688;2014-09-01 11:47:23;2012-04-03 11:33:43
CAT4689;LABEL FOR CATEGORY 4689;DESCRIPTION FOR CATEGORY 4689;2014-06-06 22:16:59;2013-02-01 22:32:21
CAT4690;LABEL FOR CATEGORY 4690;DESCRIPTION FOR CATEGORY 4690;2012-03-03 12:28:29;2014-01-05 12:21:33
CAT4691;LABEL FOR CATEGORY 4691;DESCRIPTION FOR CATEGORY 4691;2014-08-09 11:27:32;2012-05-09 12:28:58
CAT4692;LABEL FOR CATEGORY 4692;DESCRIPTION FOR CATEGORY 4692;2014-07-04 22:24:13;2012-07-05 23:52:38
CAT4693;LABEL FOR CATEGORY 4693;DESCRIPTION FOR CATEGORY 4693;2011-06-04 22:35:45;2014-06-03 22:32:39
CAT4694;LABEL FOR CATEGORY 4694;DESCRIPTION FOR CATEGORY 4694;2013-08-02 13:23:34;2014-05-06 13:46:39
CAT4695;LABEL FOR CATEGORY 4695;DESCRIPTION FOR CATEGORY 4695;2013-03-06 13:26:31;2011-04-04 23:31:26
CAT4696;LABEL FOR CATEGORY 4696;DESCRIPTION FOR CATEGORY 4696;2014-04-04 22:12:31;2012-04-07 22:41:19
CAT4697;LABEL FOR CATEGORY 4697;DESCRIPTION FOR CATEGORY 4697;2014-04-08 21:16:16;2013-05-08 22:21:57
CAT4698;LABEL FOR CATEGORY 4698;DESCRIPTION FOR CATEGORY 4698;2012-07-06 12:39:31;2013-03-01 21:35:29
CAT4699;LABEL FOR CATEGORY 4699;DESCRIPTION FOR CATEGORY 4699;2011-04-07 12:27:49;2014-08-02 22:34:16
CAT4700;LABEL FOR CATEGORY 4700;DESCRIPTION FOR CATEGORY 4700;2011-06-01 22:11:39;2014-08-03 13:19:58
CAT4701;LABEL FOR CATEGORY 4701;DESCRIPTION FOR CATEGORY 4701;2012-01-08 22:25:58;2013-05-08 23:47:26
CAT4702;LABEL FOR CATEGORY 4702;DESCRIPTION FOR CATEGORY 4702;2014-05-08 21:36:49;2014-03-09 23:52:23
CAT4703;LABEL FOR CATEGORY 4703;DESCRIPTION FOR CATEGORY 4703;2011-03-08 21:15:48;2013-01-09 21:24:29
CAT4704;LABEL FOR CATEGORY 4704;DESCRIPTION FOR CATEGORY 4704;2011-06-08 22:38:43;2011-01-05 13:36:25
CAT4705;LABEL FOR CATEGORY 4705;DESCRIPTION FOR CATEGORY 4705;2011-06-07 23:39:36;2012-05-04 12:39:45
CAT4706;LABEL FOR CATEGORY 4706;DESCRIPTION FOR CATEGORY 4706;2012-03-05 12:28:41;2013-02-09 12:33:36
CAT4707;LABEL FOR CATEGORY 4707;DESCRIPTION FOR CATEGORY 4707;2011-09-09 23:37:59;2012-05-01 21:24:26
CAT4708;LABEL FOR CATEGORY 4708;DESCRIPTION FOR CATEGORY 4708;2014-01-06 21:24:59;2012-04-06 23:12:15
CAT4709;LABEL FOR CATEGORY 4709;DESCRIPTION FOR CATEGORY 4709;2014-02-07 22:45:52;2013-07-03 22:57:23
CAT4710;LABEL FOR CATEGORY 4710;DESCRIPTION FOR CATEGORY 4710;2014-06-04 13:41:23;2012-01-08 22:42:33
CAT4711;LABEL FOR CATEGORY 4711;DESCRIPTION FOR CATEGORY 4711;2011-09-06 11:36:45;2012-09-04 13:41:19
CAT4712;LABEL FOR CATEGORY 4712;DESCRIPTION FOR CATEGORY 4712;2013-01-02 21:43:53;2012-02-06 22:53:48
CAT4713;LABEL FOR CATEGORY 4713;DESCRIPTION FOR CATEGORY 4713;2013-03-07 21:54:53;2012-05-06 11:37:49
CAT4714;LABEL FOR CATEGORY 4714;DESCRIPTION FOR CATEGORY 4714;2012-06-04 11:58:33;2014-03-08 13:14:33
CAT4715;LABEL FOR CATEGORY 4715;DESCRIPTION FOR CATEGORY 4715;2013-03-06 21:12:39;2013-02-01 21:51:44
CAT4716;LABEL FOR CATEGORY 4716;DESCRIPTION FOR CATEGORY 4716;2014-04-07 12:37:14;2012-02-01 22:27:24
CAT4717;LABEL FOR CATEGORY 4717;DESCRIPTION FOR CATEGORY 4717;2013-06-08 21:34:19;2011-02-03 11:56:26
CAT4718;LABEL FOR CATEGORY 4718;DESCRIPTION FOR CATEGORY 4718;2014-04-02 22:31:53;2014-07-06 21:36:31
CAT4719;LABEL FOR CATEGORY 4719;DESCRIPTION FOR CATEGORY 4719;2013-03-06 12:42:17;2014-04-05 13:15:56
CAT4720;LABEL FOR CATEGORY 4720;DESCRIPTION FOR CATEGORY 4720;2012-03-05 12:39:35;2013-09-01 12:46:22
CAT4721;LABEL FOR CATEGORY 4721;DESCRIPTION FOR CATEGORY 4721;2014-04-07 11:17:41;2014-02-02 12:27:41
CAT4722;LABEL FOR CATEGORY 4722;DESCRIPTION FOR CATEGORY 4722;2014-07-07 22:26:42;2012-04-04 22:48:35
CAT4723;LABEL FOR CATEGORY 4723;DESCRIPTION FOR CATEGORY 4723;2014-09-03 13:53:43;2011-03-07 21:14:24
CAT4724;LABEL FOR CATEGORY 4724;DESCRIPTION FOR CATEGORY 4724;2011-06-09 13:14:46;2014-03-05 21:31:55
CAT4725;LABEL FOR CATEGORY 4725;DESCRIPTION FOR CATEGORY 4725;2012-09-03 23:18:33;2012-05-01 12:15:28
CAT4726;LABEL FOR CATEGORY 4726;DESCRIPTION FOR CATEGORY 4726;2014-01-05 23:21:13;2014-02-04 12:29:51
CAT4727;LABEL FOR CATEGORY 4727;DESCRIPTION FOR CATEGORY 4727;2014-04-02 11:12:27;2013-04-06 21:59:52
CAT4728;LABEL FOR CATEGORY 4728;DESCRIPTION FOR CATEGORY 4728;2013-05-06 11:41:51;2012-03-08 13:41:43
CAT4729;LABEL FOR CATEGORY 4729;DESCRIPTION FOR CATEGORY 4729;2012-02-08 12:11:35;2014-07-03 21:12:36
CAT4730;LABEL FOR CATEGORY 4730;DESCRIPTION FOR CATEGORY 4730;2012-06-08 21:35:24;2011-03-08 13:19:38
CAT4731;LABEL FOR CATEGORY 4731;DESCRIPTION FOR CATEGORY 4731;2013-03-04 21:44:28;2012-09-07 13:14:38
CAT4732;LABEL FOR CATEGORY 4732;DESCRIPTION FOR CATEGORY 4732;2014-01-07 22:53:56;2012-07-03 22:27:52
CAT4733;LABEL FOR CATEGORY 4733;DESCRIPTION FOR CATEGORY 4733;2011-06-08 13:26:51;2014-02-07 12:47:44
CAT4734;LABEL FOR CATEGORY 4734;DESCRIPTION FOR CATEGORY 4734;2013-03-05 13:45:15;2014-09-04 22:27:23
CAT4735;LABEL FOR CATEGORY 4735;DESCRIPTION FOR CATEGORY 4735;2013-07-09 12:49:46;2011-05-07 11:28:19
CAT4736;LABEL FOR CATEGORY 4736;DESCRIPTION FOR CATEGORY 4736;2012-09-01 22:18:27;2014-09-02 11:23:14
CAT4737;LABEL FOR CATEGORY 4737;DESCRIPTION FOR CATEGORY 4737;2011-01-03 11:11:23;2013-06-03 23:39:57
CAT4738;LABEL FOR CATEGORY 4738;DESCRIPTION FOR CATEGORY 4738;2014-07-06 21:51:28;2011-07-02 23:54:58
CAT4739;LABEL FOR CATEGORY 4739;DESCRIPTION FOR CATEGORY 4739;2014-01-09 13:54:19;2013-03-03 11:28:11
CAT4740;LABEL FOR CATEGORY 4740;DESCRIPTION FOR CATEGORY 4740;2014-05-02 23:57:11;2013-06-06 11:49:56
CAT4741;LABEL FOR CATEGORY 4741;DESCRIPTION FOR CATEGORY 4741;2011-03-05 13:39:37;2014-01-08 13:15:44
CAT4742;LABEL FOR CATEGORY 4742;DESCRIPTION FOR CATEGORY 4742;2011-02-08 23:21:39;2011-02-05 23:21:24
CAT4743;LABEL FOR CATEGORY 4743;DESCRIPTION FOR CATEGORY 4743;2011-03-02 23:47:11;2014-02-02 12:22:12
CAT4744;LABEL FOR CATEGORY 4744;DESCRIPTION FOR CATEGORY 4744;2012-01-07 21:24:33;2012-01-08 13:57:39
CAT4745;LABEL FOR CATEGORY 4745;DESCRIPTION FOR CATEGORY 4745;2014-01-07 11:46:35;2013-08-05 11:59:44
CAT4746;LABEL FOR CATEGORY 4746;DESCRIPTION FOR CATEGORY 4746;2011-03-06 23:38:28;2011-08-07 11:57:16
CAT4747;LABEL FOR CATEGORY 4747;DESCRIPTION FOR CATEGORY 4747;2014-02-06 13:29:25;2011-04-05 12:41:37
CAT4748;LABEL FOR CATEGORY 4748;DESCRIPTION FOR CATEGORY 4748;2012-03-01 12:22:51;2013-07-06 23:11:59
CAT4749;LABEL FOR CATEGORY 4749;DESCRIPTION FOR CATEGORY 4749;2011-07-08 21:24:59;2012-05-02 22:37:43
CAT4750;LABEL FOR CATEGORY 4750;DESCRIPTION FOR CATEGORY 4750;2013-04-09 23:38:13;2014-03-07 13:18:21
CAT4751;LABEL FOR CATEGORY 4751;DESCRIPTION FOR CATEGORY 4751;2011-09-08 23:21:56;2012-01-04 23:36:22
CAT4752;LABEL FOR CATEGORY 4752;DESCRIPTION FOR CATEGORY 4752;2013-03-02 13:14:46;2012-02-08 12:49:11
CAT4753;LABEL FOR CATEGORY 4753;DESCRIPTION FOR CATEGORY 4753;2014-06-07 21:15:29;2011-08-03 22:36:14
CAT4754;LABEL FOR CATEGORY 4754;DESCRIPTION FOR CATEGORY 4754;2012-04-08 13:31:11;2013-03-04 13:28:45
CAT4755;LABEL FOR CATEGORY 4755;DESCRIPTION FOR CATEGORY 4755;2012-07-05 13:11:39;2012-07-08 11:26:14
CAT4756;LABEL FOR CATEGORY 4756;DESCRIPTION FOR CATEGORY 4756;2011-08-05 22:16:54;2011-03-03 12:49:33
CAT4757;LABEL FOR CATEGORY 4757;DESCRIPTION FOR CATEGORY 4757;2012-07-04 23:49:46;2012-05-03 12:51:45
CAT4758;LABEL FOR CATEGORY 4758;DESCRIPTION FOR CATEGORY 4758;2014-03-03 11:34:42;2013-04-07 23:56:22
CAT4759;LABEL FOR CATEGORY 4759;DESCRIPTION FOR CATEGORY 4759;2013-08-07 12:45:24;2014-03-09 22:38:49
CAT4760;LABEL FOR CATEGORY 4760;DESCRIPTION FOR CATEGORY 4760;2012-03-09 21:27:31;2011-08-07 22:19:46
CAT4761;LABEL FOR CATEGORY 4761;DESCRIPTION FOR CATEGORY 4761;2014-02-01 12:41:32;2011-05-09 11:19:39
CAT4762;LABEL FOR CATEGORY 4762;DESCRIPTION FOR CATEGORY 4762;2012-03-03 13:45:44;2012-04-07 13:21:52
CAT4763;LABEL FOR CATEGORY 4763;DESCRIPTION FOR CATEGORY 4763;2013-08-09 11:28:59;2013-08-03 23:51:42
CAT4764;LABEL FOR CATEGORY 4764;DESCRIPTION FOR CATEGORY 4764;2011-01-01 23:29:41;2013-02-06 22:35:11
CAT4765;LABEL FOR CATEGORY 4765;DESCRIPTION FOR CATEGORY 4765;2013-03-03 12:45:29;2014-05-07 21:37:32
CAT4766;LABEL FOR CATEGORY 4766;DESCRIPTION FOR CATEGORY 4766;2011-06-03 12:58:37;2013-03-09 13:45:53
CAT4767;LABEL FOR CATEGORY 4767;DESCRIPTION FOR CATEGORY 4767;2014-03-02 12:56:11;2012-03-05 21:28:13
CAT4768;LABEL FOR CATEGORY 4768;DESCRIPTION FOR CATEGORY 4768;2012-07-07 23:55:58;2013-09-06 11:59:39
CAT4769;LABEL FOR CATEGORY 4769;DESCRIPTION FOR CATEGORY 4769;2014-09-09 12:53:24;2012-03-01 13:52:21
CAT4770;LABEL FOR CATEGORY 4770;DESCRIPTION FOR CATEGORY 4770;2011-07-06 21:44:46;2011-04-07 11:49:26
CAT4771;LABEL FOR CATEGORY 4771;DESCRIPTION FOR CATEGORY 4771;2012-01-06 13:56:45;2014-09-05 13:23:32
CAT4772;LABEL FOR CATEGORY 4772;DESCRIPTION FOR CATEGORY 4772;2013-09-01 12:56:16;2014-05-03 23:38:26
CAT4773;LABEL FOR CATEGORY 4773;DESCRIPTION FOR CATEGORY 4773;2011-09-06 13:44:13;2014-02-04 22:31:34
CAT4774;LABEL FOR CATEGORY 4774;DESCRIPTION FOR CATEGORY 4774;2011-07-06 21:16:58;2014-01-07 23:18:52
CAT4775;LABEL FOR CATEGORY 4775;DESCRIPTION FOR CATEGORY 4775;2014-07-03 23:51:53;2014-04-04 22:16:37
CAT4776;LABEL FOR CATEGORY 4776;DESCRIPTION FOR CATEGORY 4776;2014-02-09 13:43:28;2014-04-07 23:14:59
CAT4777;LABEL FOR CATEGORY 4777;DESCRIPTION FOR CATEGORY 4777;2011-08-06 12:44:19;2012-02-01 13:24:31
CAT4778;LABEL FOR CATEGORY 4778;DESCRIPTION FOR CATEGORY 4778;2014-08-06 23:58:27;2012-06-06 13:49:27
CAT4779;LABEL FOR CATEGORY 4779;DESCRIPTION FOR CATEGORY 4779;2014-05-07 22:21:18;2011-02-08 13:36:29
CAT4780;LABEL FOR CATEGORY 4780;DESCRIPTION FOR CATEGORY 4780;2013-03-05 22:12:45;2013-07-06 21:55:47
CAT4781;LABEL FOR CATEGORY 4781;DESCRIPTION FOR CATEGORY 4781;2013-02-02 23:52:19;2011-02-08 11:55:25
CAT4782;LABEL FOR CATEGORY 4782;DESCRIPTION FOR CATEGORY 4782;2014-05-07 21:45:12;2012-04-09 21:27:51
CAT4783;LABEL FOR CATEGORY 4783;DESCRIPTION FOR CATEGORY 4783;2012-04-05 22:46:59;2012-06-06 13:48:14
